mns,score
0.000261368,0.133585728
0.000261368,0.133585728
0.000669418,0.273760888
0.000467015,0.216025495
0.000261368,0.133585728
0.004787542,0.622485533
0.00049423,0.224939198
0.000792857,0.302215247
0.024067841,0.837935951
0.00370272,0.578683791
0.000430568,0.203990799
0.000430568,0.203990799
0.000960778,0.335917189
0.000535044,0.237824529
0.000378754,0.184923383
0.000535044,0.237824529
0.000224655,0.113278302
0.000388461,0.188499647
0.000388461,0.188499647
0.004282872,0.603735608
0.002700849,0.521643284
0.038750486,0.896929325
0.00017799,0.085446943
0.024920581,0.842404783
0.000423782,0.20125319
0.008378046,0.707405322
0.000293105,0.149040938
0.032999466,0.87772413
0.003469374,0.567206201
0.000493961,0.224855332
0.001319406,0.390381828
0.007762826,0.696754406
0.001254681,0.381731702
0.000164309,0.077431799
0.000513892,0.231480705
0.024318627,0.839313741
5.08E-05,0.012567841
0.003031155,0.54300502
0.003031155,0.542987049
0.003031155,0.542987049
0.026746468,0.851282543
0.041610247,0.905327854
0.000653808,0.269627517
0.002827211,0.529886063
0.061713178,0.948494615
0.037091245,0.891154588
0.000450811,0.210777912
0.000770945,0.297351049
0.000318733,0.161261337
0.002337621,0.49448285
0.001410937,0.40158985
0.001410937,0.40158985
0.00115616,0.367522494
0.001627436,0.426671619
0.00042282,0.200929709
0.010846822,0.739789378
0.002093549,0.473756095
0.366233985,0.999880192
0.003224745,0.554111206
0.000692958,0.279415817
0.000124849,0.053602022
0.000129453,0.055878371
0.011638765,0.748104041
0.000155282,0.071693004
0.000550617,0.242131621
0.002940076,0.537386033
0.047890333,0.920998718
0.001647883,0.428600525
0.000538837,0.239160387
0.000218727,0.110067452
0.010395987,0.734901218
0.002689353,0.520936418
0.001653692,0.42929541
0.001105035,0.360196245
0.001105035,0.360196245
0.000122918,0.05264356
0.000565923,0.246576491
0.004519197,0.613140523
0.000503848,0.228078163
0.001180093,0.370865132
0.003716699,0.579318773
0.003351072,0.561263733
0.000117127,0.049384787
0.001571896,0.420621323
8.69E-05,0.033833731
4.69E-05,0.010111781
0.000378854,0.185007248
0.001621531,0.425940791
0.001114991,0.361663891
0.000540435,0.239435945
0.019169995,0.809577438
0.006374967,0.668431835
0.000162543,0.076197779
0.003248541,0.555381169
0.000626843,0.263343597
0.004130885,0.597709274
0.000626843,0.263343597
0.028727219,0.860927073
0.001401804,0.400529551
0.000607232,0.2577306
0.049376232,0.924053818
0.000117933,0.049780153
0.000554598,0.243233853
0.045154735,0.915176058
0.001074717,0.355397942
0.001894472,0.455569267
0.000876449,0.319323805
0.00447686,0.611391328
0.001469302,0.408760348
0.00702401,0.682778823
0.00702401,0.682778823
0.002169536,0.48087268
0.000194692,0.095642589
0.000803254,0.304539519
0.000453512,0.21182024
0.0047668,0.621718763
0.031798789,0.872991721
0.035290081,0.885331928
0.005592874,0.647956677
7.65E-05,0.02815484
0.000253175,0.129212743
0.000277272,0.141505026
0.020707861,0.818922448
0.000227627,0.114919669
0.000239111,0.121712773
0.001298302,0.38736267
0.001760425,0.441791367
0.003991461,0.591263613
0.028415783,0.85950136
0.000204329,0.101537134
0.004879904,0.625312998
0.000730102,0.288101885
0.152585281,0.994692513
0.102221194,0.98468856
0.000221581,0.111636934
0.001379601,0.397558316
0.000505973,0.228713144
0.005103847,0.632609295
0.002250869,0.487869457
0.020840037,0.819653276
0.000231665,0.117022296
0.000231665,0.117022296
0.00108656,0.357350809
0.019727253,0.812836211
0.060587494,0.946457882
0.004168108,0.598979237
0.002607609,0.515281488
0.001648919,0.428720333
0.027754191,0.856398337
0.019953934,0.814285885
0.052490891,0.931098518
0.000496102,0.225514275
0.001104895,0.360160303
0.001104895,0.360160303
0.008515117,0.709382151
0.000554072,0.243108055
0.000554072,0.243108055
0.024738555,0.841434339
0.00025091,0.127858914
0.000243249,0.123845352
0.004103978,0.59672685
0.001053937,0.35215115
0.044436296,0.913115363
0.004855134,0.624612122
0.004855134,0.624612122
0.011765353,0.749517773
0.01176536,0.749529754
0.000289115,0.147267782
0.135891466,0.992847473
0.004523963,0.61326033
0.000875252,0.319072208
0.012508554,0.756838032
0.000324612,0.163939042
0.001376321,0.397043143
0.004872719,0.625145267
0.000324612,0.163939042
0.033710946,0.880276037
0.001154583,0.367282878
0.008859702,0.714677657
0.045811633,0.916523896
0.045811633,0.916523896
0.00083884,0.3119077
0.009337018,0.721542646
4.93E-05,0.011609379
0.029484699,0.863838403
0.003186333,0.551547318
0.000332855,0.16788671
0.002414201,0.500437299
0.021451963,0.823067799
0.035811712,0.886925372
0.009331118,0.721446799
0.002671399,0.519630513
0.004055637,0.594546348
0.000416079,0.198593456
0.03772727,0.893526783
0.011490999,0.746342866
0.005064654,0.631435178
0.051654465,0.929349324
0.061181169,0.947643979
0.0578032,0.94184528
0.034678536,0.883510849
0.003415203,0.564240958
0.003415203,0.564240958
0.018638287,0.80579151
0.000634072,0.26476332
0.001275724,0.384511244
0.003391923,0.563168677
0.001782864,0.444199504
0.020283977,0.816442426
0.005576595,0.647393581
0.006314147,0.667054045
0.049223118,0.92377826
0.00027148,0.13866558
0.001806549,0.446691507
0.017388802,0.79705752
9.96E-05,0.040333305
0.001520987,0.41475074
0.035009113,0.88444535
9.96E-05,0.040333305
0.007578037,0.693441719
0.000727537,0.287239268
0.027312455,0.854493393
0.005413577,0.642673152
0.000310414,0.157211832
0.011068927,0.741987851
0.011068927,0.741987851
0.007578037,0.693441719
0.004720676,0.619909665
0.0027787,0.526759078
0.005203369,0.636251453
0.000388928,0.188697329
0.000186075,0.090502833
0.049991623,0.925491512
0.000681696,0.276528448
0.000223933,0.112966801
0.003049327,0.54408329
0.001549281,0.418177244
0.00081995,0.308193657
0.000456487,0.212670876
0.031524958,0.871961374
0.003468902,0.567140307
0.003468902,0.567140307
0.005388869,0.641606863
0.010233041,0.733110091
0.010233041,0.733110091
0.052350265,0.930775037
0.001074609,0.355361999
0.005137729,0.633687565
0.010301622,0.733822948
0.009526599,0.724010687
0.018667976,0.806043107
0.000259716,0.132747074
0.004409097,0.608719614
5.41E-05,0.01469443
5.41E-05,0.01469443
0.000649713,0.268561228
0.018773897,0.8068578
0.002991581,0.54086645
0.002991581,0.54086645
0.008513462,0.709352199
0.008513462,0.709352199
0.216291813,0.998119017
0.002702449,0.521822996
0.003752349,0.581020044
0.002356477,0.495836678
0.000828147,0.309990775
0.012680078,0.758623168
0.026817685,0.851558101
0.004697388,0.619262703
0.000190309,0.093090683
0.004957651,0.628140463
0.018675741,0.806114992
0.00321292,0.553176705
0.014494649,0.773874705
0.003094415,0.546437514
0.003094415,0.546437514
0.002735271,0.523967556
0.047653441,0.92056741
0.001142282,0.365857165
0.00033408,0.168377922
0.060500938,0.946314112
0.001249055,0.380845124
0.000735522,0.28910827
0.00094178,0.332430781
5.52E-05,0.015467191
5.27E-05,0.013682054
0.006160837,0.663363964
0.00110503,0.360178274
0.014915263,0.777277247
0.006031471,0.660009345
4.76E-05,0.010531108
0.000243752,0.124108929
0.00328747,0.557405921
0.049996222,0.925503492
0.000200401,0.099452478
0.050371278,0.926402051
0.020339528,0.816849773
0.000294081,0.149496208
0.035385076,0.885775217
0.000348286,0.173984928
0.045310412,0.915529491
0.045310412,0.915529491
5.00E-05,0.012076629
0.007163936,0.685366672
0.007163936,0.685366672
0.00169693,0.434027819
0.181153773,0.996549535
0.000619911,0.261636335
6.98E-05,0.024368912
0.000306375,0.155522542
0.005732841,0.651886374
0.000210474,0.104747984
0.000806104,0.305246385
0.000265829,0.135886039
0.001900069,0.45607246
0.006096256,0.661662693
0.003925141,0.588388225
0.00454244,0.613979177
0.00454244,0.613979177
8.90E-05,0.034947943
0.005857785,0.655444667
0.00454244,0.613979177
0.00041088,0.196604646
0.000729819,0.287994058
0.00556318,0.647022176
0.024849959,0.842009417
0.017059186,0.794224065
0.017059186,0.794224065
0.003195808,0.552116405
0.003195808,0.552116405
0.000966979,0.337037392
0.000966979,0.337037392
0.000409416,0.196017588
0.005316943,0.639498245
0.001283239,0.38536188
0.003280619,0.557010555
0.000182229,0.088106677
0.002396219,0.498903758
0.000253087,0.129152839
0.004147204,0.598332275
0.002943868,0.537661591
0.158177169,0.995171745
0.163986442,0.995627014
0.000739413,0.289994848
0.01395325,0.769345969
0.000461711,0.214318234
0.000461711,0.214318234
0.015484955,0.781901829
0.013086002,0.762157499
0.156543493,0.995027975
0.004376287,0.607317862
0.000190494,0.093150586
0.146752108,0.993991637
0.146752108,0.993991637
0.047327881,0.919836582
0.165904759,0.995806726
0.185000427,0.99678915
5.47E-05,0.015179652
0.000121852,0.051948674
9.73E-05,0.039189141
0.034921028,0.884187763
0.034921028,0.884187763
0.183662507,0.996657362
0.041314724,0.904489199
0.000850775,0.314243953
0.001815854,0.447721854
0.003279121,0.556986594
0.078334888,0.969628716
0.074229221,0.965483365
0.000232108,0.117327806
0.057011094,0.940431548
0.011728257,0.749122408
0.000239975,0.1221321
0.030951458,0.869828795
5.66E-05,0.016263913
5.66E-05,0.016263913
0.005673932,0.650484623
0.023830533,0.836630045
0.032669439,0.876514071
0.000389525,0.188841099
0.032176366,0.874537242
0.002108409,0.475241712
0.001926639,0.458588424
0.044965585,0.914678855
0.000163452,0.076796818
0.044965585,0.914678855
0.000264858,0.135478692
0.000234478,0.118813423
0.004891033,0.625882085
0.004891033,0.625882085
0.012896951,0.760564055
0.06171371,0.948518576
0.061713691,0.948506595
0.001449154,0.406148538
0.001449154,0.406148538
0.001449154,0.406148538
0.000280832,0.143194316
0.001210183,0.375178214
0.000400063,0.19298645
0.013174515,0.762816442
0.0011235,0.363089604
8.26E-05,0.031413613
0.000800071,0.303844633
0.000570187,0.248002204
0.000263797,0.134807768
0.034539311,0.882971713
0.000267848,0.136760636
0.009214411,0.720045048
0.003518077,0.569835983
0.003518077,0.569835983
0.007346919,0.688966897
0.000303982,0.154384367
0.008835722,0.714246349
0.007388067,0.689673763
0.001498652,0.411875352
0.000318302,0.161057664
0.014667981,0.775192591
0.001520626,0.414678855
0.001384205,0.398265183
0.000605643,0.257311273
0.00581655,0.654174704
0.00090411,0.324894869
0.003856822,0.585476895
0.009353093,0.721734338
0.035656489,0.886601891
0.005469314,0.644266596
0.024084991,0.838055759
0.019307573,0.810511939
0.001186034,0.371715768
0.00137238,0.396719662
0.000533755,0.237339308
5.02E-05,0.012172475
5.91E-05,0.017851366
0.000520446,0.233613284
0.023778426,0.836306564
0.175733286,0.996309919
0.004518906,0.613128542
0.000201294,0.09994369
0.068674378,0.958786107
0.001592307,0.422957576
0.002473717,0.504810284
0.000777396,0.29874082
0.036094619,0.888111469
0.028040219,0.857848012
0.134625357,0.992559934
0.00150678,0.413037488
0.000294687,0.149693891
0.001288846,0.38612865
0.005880736,0.65610361
0.000294687,0.149693891
0.015835696,0.784453736
0.000590068,0.253231816
0.000590068,0.253231816
0.001617544,0.425581367
0.000656126,0.270262499
0.013881096,0.768651084
0.00198597,0.464159488
0.001160002,0.368013706
0.000720464,0.285490074
0.000462461,0.214503936
0.002450631,0.502929301
0.000746795,0.292019601
0.018413723,0.804383768
0.018413723,0.804383768
0.001329198,0.391603867
