"정류소번호","정류소명","Y좌표","X좌표","도로명주소","housePop","comPop","billaPop","aptPop","numUniv","numHsch","numMsch","numHosp","bsst_ars_no","sum_ride_pasgr","sum_alight_pasgr","sum_pasgr","numSubw"
12436,"래미안909동앞",37.64115349,126.9215474,"대한민국 서울특별시 은평구 진관동 진관3로",2008.56,13.24573,0,2931,0,1,0,2,12436,27444,16095,43539,0
12437,"하나고.삼천사.진관사입구",37.641815,126.938408,"대한민국 서울특별시 은평구 진관동 연서로44길",261.24,56.08974,0,0,0,1,0,0,12437,3861,16587,20448,0
12439,"응암3동주민센터",37.59162906,126.917696,"대한민국 서울특별시 은평구 응암로",8170.92,3325.29271,1920,123,0,0,0,14,12439,22707,13710,36417,1
12440,"입곡삼거리",37.649733,126.936408,"대한민국 서울특별시 은평구 북한산로",296.8,75.37033,0,156,0,0,0,0,12440,4317,1691,6008,0
12441,"입곡삼거리",37.65156048,126.9373087,"대한민국 서울특별시 은평구 북한산로",202.24,135.73753,0,0,0,0,0,0,12441,429,2902,3331,0
12442,"아이파크709동앞",37.64485753,126.9266769,"대한민국 서울특별시 은평구 진관동 진관4로",3693,107.6719,0,2450,0,1,1,1,12442,2866,183,3049,0
12445,"은진초교입구",37.63068325,126.9206928,"대한민국 서울특별시 은평구 통일로",2216.9,235.4136,127,2024,0,1,0,1,12445,4475,2773,7248,0
12446,"은진초교입구",37.63101951,126.9209179,"대한민국 서울특별시 은평구 통일로",2875.78,236.14674,82,2285,0,1,0,1,12446,2332,6808,9140,0
12447,"은평구민체육센터앞",37.63142969,126.9225603,"대한민국 서울특별시 은평구 진관동 진관1로",3211.34,177.27398,0,2731,0,0,0,1,12447,3886,2914,6800,0
12448,"은평구민체육센터앞",37.63164447,126.9230552,"대한민국 서울특별시 은평구 진관동 진관1로",2985,149.44064,0,2985,0,0,0,1,12448,2868,4981,7849,0
12449,"신도초-중교입구",37.63142167,126.9254994,"대한민국 서울특별시 은평구 진관동 진관1로",2494.93,191.55918,22,2653,0,0,0,0,12449,11305,4133,15438,0
12450,"신도초-중교입구",37.63156312,126.9269041,"대한민국 서울특별시 은평구 진관동 진관1로",2399.32,193.91874,6,2504,0,0,1,0,12450,8021,12782,20803,0
12453,"아이파크714동앞",37.64485191,126.9263381,"대한민국 서울특별시 은평구 진관동 진관4로",3673,96.90471,0,2430,0,1,1,1,12453,3442,25974,29416,0
12455,"푸르지오604동앞",37.64768364,126.9301827,"대한민국 서울특별시 은평구 진관동 진관4로",1987,86.13752,0,1987,0,0,0,2,12455,3948,14439,18387,0
12456,"푸르지오614동앞",37.649745,126.931495,"대한민국 서울특별시 은평구 북한산로",1118,21.53438,0,1118,0,0,0,1,12456,3239,6531,9770,0
12457,"아이파크708동앞",37.6454163,126.9268396,"대한민국 서울특별시 은평구 진관동 진관4로",3487,96.90471,0,2244,0,1,1,1,12457,37955,6144,44099,0
12458,"진관동주민센터",37.63452023,126.9196135,"대한민국 서울특별시 은평구 진관동 진관2로",3311,49.61672,0,1790,0,0,0,2,12458,12852,3227,16079,1
12459,"진관동주민센터",37.634698,126.91982,"대한민국 서울특별시 은평구 진관동 진관2로",3541,48.88358,0,2020,0,0,0,2,12459,1212,17061,18273,1
12460,"동부센트레빌324동앞",37.63405763,126.9245506,"대한민국 서울특별시 은평구 진관동 진관2로",3113,101.50002,0,3433,0,0,0,0,12460,6091,7601,13692,0
12461,"두산위브253동앞",37.63426739,126.9228531,"대한민국 서울특별시 은평구 진관동 진관2로",3411,102.57713,0,3183,0,0,0,0,12461,3203,5567,8770,0
12462,"동부센트레빌320동앞",37.63407497,126.9277707,"대한민국 서울특별시 은평구 진관동 진관2로",2057,98.76966,0,2737,0,1,1,0,12462,8898,13867,22765,0
12463,"신도초교.은평메디텍고등학교",37.63420914,126.929111,"대한민국 서울특별시 은평구 진관동 진관1로",1567,144.92718,0,2583,0,1,1,0,12463,18967,14109,33076,0
12464,"하나고.삼천사.진관사입구",37.64176436,126.9381068,"대한민국 서울특별시 은평구 연서로",251,36.68735,0,78,0,1,0,0,12464,25642,3684,29326,0
12465,"두산위브205동앞",37.63426686,126.9262624,"대한민국 서울특별시 은평구 진관동 진관2로",2602,154.20101,0,3085,0,1,0,0,12465,12976,5839,18815,0
12466,"래미안922동앞",37.64387464,126.921378,"대한민국 서울특별시 은평구 진관동 진관3로",3807.56,21.7736,0,3403,0,1,1,2,12466,12901,307,13208,0
12467,"롯데캐슬820동앞",37.64400182,126.9215693,"대한민국 서울특별시 은평구 진관동 진관3로",3963.56,21.7736,0,3333,0,1,1,2,12467,201,5395,5596,0
12469,"진관공영차고지",37.646668,126.908012,"대한민국 경기도 고양시 덕양구 통일로",0,172.27504,0,0,0,0,0,0,12469,2752,63,2815,0
12470,"진관공영차고지",37.64666,126.908102,"대한민국 경기도 고양시 덕양구 통일로",0,172.27504,0,0,0,0,0,0,12470,177,4603,4780,0
12471,"기자촌11단지앞",37.634757,126.93258,"대한민국 서울특별시 은평구 진관동 진관1로",1005.68,47.97753,0,1498,0,1,1,0,12471,969,17854,18823,0
12472,"수국사입구",37.61686208,126.9066644,"대한민국 서울특별시 은평구 서오릉로",4662.28,927.00019,1823,810,0,2,1,2,12472,12910,935,13845,0
12473,"백련산힐스테이트3차",37.5887751,126.9227144,"대한민국 서울특별시 은평구 응암동 백련산로",4814.7,2010.33883,1376,204,0,1,1,3,12473,13259,3128,16387,0
12474,"신도초교.은평메디텍고등학교",37.63402157,126.9303813,"대한민국 서울특별시 은평구 진관동 진관1로",1215,147.33708,0,2518,0,1,1,0,12474,7959,11725,19684,0
12475,"백련산힐스테이트3차",37.58862844,126.9225642,"대한민국 서울특별시 은평구 응암동 백련산로",5400.26,2213.96369,1600,204,0,1,1,5,12475,2127,6796,8923,0
12476,"녹번역센트레빌아파트",37.59879995,126.9259022,"대한민국 서울특별시 은평구 응암동 백련산로",5828.74,3388.55861,2052,1204,0,0,1,8,12476,10812,5486,16298,0
12477,"녹번역센트레빌아파트",37.59915953,126.9259811,"대한민국 서울특별시 은평구 응암동 백련산로",5632.42,3361.01576,1947,1204,0,0,1,8,12477,3244,7768,11012,0
12478,"선진운수종점",37.61431534,126.9097849,"대한민국 서울특별시 은평구 서오릉로",6595.79,2491.61388,2716,1001,0,1,0,4,12478,3059,36409,39468,0
12479,"기자촌사거리",37.63418918,126.9319504,"대한민국 서울특별시 은평구 진관동 진관1로",748,119.82397,0,2009,0,1,1,0,12479,2177,183,2360,0
12480,"갈현중앙시장",37.62341906,126.9185412,"대한민국 서울특별시 은평구 갈현동 통일로87길",7906.39,3678.74843,2574,181,0,0,0,12,12480,3698,10685,14383,0
12481,"갈현중앙시장",37.62328419,126.9189696,"대한민국 서울특별시 은평구 갈현동 통일로87길",7805.82,4734.21772,2656,20,0,0,0,13,12481,9924,10726,20650,0
12500,"대성중.고등학교",37.62230013,126.9113374,"대한민국 서울특별시 은평구 갈현동 갈현로29길",4721.46,720.68295,1566,647,0,3,2,0,12500,13897,14312,28209,0
12501,"시립은평병원",37.59318665,126.9224494,"대한민국 서울특별시 은평구 응암동 응암로22길",7108.53,1182.35936,1997,198,0,0,0,8,12501,2851,497,3348,0
12502,"경향파크아파트",37.60981269,126.9064059,"대한민국 서울특별시 은평구 갈현로15길",2707.46,156.40936,976,1180,0,1,2,0,12502,4613,3061,7674,0
12503,"12번지건영아파트",37.62904489,126.9139874,"대한민국 서울특별시 은평구 갈현동 갈현로45길",3888.06,56.76004,1457,140,0,1,0,1,12503,10545,12189,22734,0
12504,"두산.한신아파트",37.59962866,126.9064628,"대한민국 서울특별시 은평구 신사동 갈현로1길",6973.61,1400.62502,2081,1858,0,0,1,3,12504,3148,607,3755,0
12506,"선일여고.이비즈니스고",37.62051343,126.9127522,"대한민국 서울특별시 은평구 갈현동 갈현로29길",6764.66,1529.02889,2287,1040,0,2,2,4,12506,2806,103,2909,0
12507,"신비로마트",37.59350809,126.920713,"대한민국 서울특별시 은평구 응암동 응암로22길",8401.79,1950.05906,2274,187,0,0,0,10,12507,7606,1512,9118,0
12508,"대동슈퍼",37.60914539,126.9069187,"대한민국 서울특별시 은평구 갈현로15길",3351.84,315.83688,1344,1131,0,1,2,1,12508,1578,0,1578,0
12509,"미미슈퍼",37.62869653,126.9144806,"대한민국 서울특별시 은평구 갈현동 갈현로45길",4587.19,142.70406,1705,140,0,1,0,1,12509,6636,131,6767,0
12510,"신사1동경로당",37.60110474,126.9065878,"대한민국 서울특별시 은평구 갈현로3나길",5385.35,1212.62114,2080,1613,0,0,1,2,12510,1535,10,1545,0
12511,"미니마트",37.62614368,126.9131286,"대한민국 서울특별시 은평구 갈현동 갈현로41길",6126.01,227.76517,1964,454,0,0,0,2,12511,4300,117,4417,0
12512,"미미아파트",37.61932984,126.9145752,"대한민국 서울특별시 은평구 갈현동 갈현로29길",7747.55,2590.52752,2582,498,0,2,1,6,12512,6286,685,6971,0
12513,"응암시장입구",37.59385073,126.9184082,"대한민국 서울특별시 은평구 응암로",8987.94,2321.78697,2658,223,0,0,0,10,12513,5513,2569,8082,0
12514,"은혜마트",37.60784425,126.9081005,"대한민국 서울특별시 은평구 갈현로15길",4582.38,1321.96265,2174,688,0,1,2,5,12514,2515,27,2542,0
12515,"충남슈퍼",37.62818887,126.915238,"대한민국 서울특별시 은평구 갈현동 갈현로45길",5329.25,300.63698,1990,140,0,1,0,1,12515,9651,217,9868,0
12516,"라이프씨티후문.광성교회",37.60195712,126.9065369,"대한민국 서울특별시 은평구 갈현로3나길",5530.96,1750.34212,2125,1593,0,0,1,1,12516,2421,17,2438,0
12517,"후레쉬유통",37.6252521,126.915051,"대한민국 서울특별시 은평구 갈현동 갈현로41길",7967.66,975.69176,2710,262,0,0,0,4,12517,8769,173,8942,0
12518,"갈현초교.로데오거리",37.61830173,126.9171433,"대한민국 서울특별시 은평구 갈현동 연서로27길",6830.06,6322.31473,2304,269,0,1,0,19,12518,1487,1296,2783,4
12520,"구산마트",37.60751496,126.9099347,"대한민국 서울특별시 은평구 갈현로17나길",6450.46,1665.32136,3492,93,0,1,2,5,12520,2461,75,2536,0
12521,"신창슈퍼",37.62753988,126.9162131,"대한민국 서울특별시 은평구 갈현동 갈현로45길",5935.62,818.82754,2059,140,0,1,0,3,12521,12089,312,12401,0
12522,"역촌센트레빌",37.60364407,126.906673,"대한민국 서울특별시 은평구 갈현로3나길",5039.65,1670.88441,1931,1190,0,0,1,3,12522,1542,33,1575,0
12523,"그린마트",37.62458677,126.9158414,"대한민국 서울특별시 은평구 갈현동 갈현로41길",8525.51,2040.52764,2756,379,0,0,0,7,12523,1576,168,1744,0
12524,"연신내역.물빛공원",37.617937,126.920064,"대한민국 서울특별시 은평구 연서로",5468.16,7004.67794,1594,69,0,0,0,19,12524,14756,66824,81580,4
12525,"금호아파트",37.59914588,126.9215938,"대한민국 서울특별시 은평구 응암로",6442.11,5089.446,2339,1020,0,1,0,16,12525,883,1884,2767,0
12526,"엔에스아파트",37.60740099,126.9129601,"대한민국 서울특별시 은평구 연서로9길",8193.37,2693.83448,4253,156,0,1,1,7,12526,2634,198,2832,0
12527,"대한슈퍼",37.62649161,126.917039,"대한민국 서울특별시 은평구 갈현동 갈현로45길",6958.19,1540.49078,2391,0,0,1,0,6,12527,3645,479,4124,0
12528,"천사원입구.서북병원",37.60460596,126.9072233,"대한민국 서울특별시 은평구 갈현로7길",4763.39,1636.76997,1854,994,0,0,1,5,12528,3437,162,3599,0
12529,"갈현1동주민센터",37.6237008,126.9168212,"대한민국 서울특별시 은평구 갈현로",8311.15,2955.73828,2686,298,0,0,0,11,12529,3454,765,4219,0
12531,"서부경찰서앞",37.60115771,126.9225034,"대한민국 서울특별시 은평구 응암로",6229.75,6110.76072,2438,974,0,0,0,17,12531,3873,3910,7783,0
12532,"미주아트빌",37.60736064,126.914462,"대한민국 서울특별시 은평구 연서로9길",8107.99,2828.58591,3918,156,0,2,1,6,12532,912,862,1774,0
12533,"한일탕",37.6258625,126.9181149,"대한민국 서울특별시 은평구 갈현로",7537.24,2081.66734,2676,0,0,1,0,8,12533,6971,706,7677,0
12534,"GS편의점.제일영광교회",37.60380355,126.9089651,"대한민국 서울특별시 은평구 갈현로7길",7582.62,2018.69473,3609,829,0,0,0,6,12534,906,41,947,0
12536,"서대문세무서별관",37.60268867,126.9267546,"대한민국 서울특별시 은평구 서오릉로",5560.29,6283.05112,2507,637,0,0,0,7,12536,1366,1975,3341,0
12538,"동아문구",37.62506533,126.9172321,"대한민국 서울특별시 은평구 갈현로",8136.55,2197.09943,2846,181,0,0,0,8,12538,4599,1340,5939,0
12539,"현대화마트",37.60290228,126.9110909,"대한민국 서울특별시 은평구 역촌동 연서로3길",8281.49,2014.02753,4284,397,1,0,0,5,12539,1474,211,1685,0
12540,"불광보건소",37.62122638,126.9276959,"대한민국 서울특별시 은평구 불광동 연서로34길",7775.43,1459.40005,2122,131,0,0,2,4,12540,198,3991,4189,0
12541,"은평문화예술회관",37.60365783,126.9275532,"대한민국 서울특별시 은평구 녹번동 녹번로",6381.04,5343.46214,2661,586,0,0,0,7,12541,3401,1494,4895,0
12542,"구산전철역",37.61078887,126.9176987,"대한민국 서울특별시 은평구 서오릉로",6801.81,4551.9193,2699,502,0,2,1,9,12542,1818,1381,3199,1
12543,"갈현1동주민센터",37.62379817,126.9169038,"대한민국 서울특별시 은평구 갈현로",8670.71,3013.24082,2920,298,0,0,0,11,12543,20253,3480,23733,0
12544,"역촌초등학교후문",37.60216577,126.9130783,"대한민국 서울특별시 은평구 역촌동 연서로3길",8486.09,2987.95289,4542,494,1,0,0,7,12544,962,806,1768,0
12545,"목욕탕앞",37.62203968,126.9300583,"대한민국 서울특별시 은평구 불광동 연서로34길",6633.84,1057.34677,2251,514,0,0,1,2,12545,16,4747,4763,0
12546,"현대아파트",37.60520223,126.9289335,"대한민국 서울특별시 은평구 녹번동 녹번로",7592.57,4447.92502,2902,324,0,0,0,6,12546,3539,2106,5645,0
12547,"주유소앞.삼성아파트후문",37.60945411,126.9212919,"대한민국 서울특별시 은평구 역말로",9185.01,2575.42113,3404,357,0,0,0,12,12547,1657,533,2190,0
12548,"우리들약국",37.60232708,126.9155822,"대한민국 서울특별시 은평구 연서로",8527.53,3144.83855,4389,693,1,0,0,10,12548,890,1273,2163,0
12549,"불광중학교",37.62231181,126.9315965,"대한민국 서울특별시 은평구 불광로",4652.15,705.44176,1832,286,0,0,1,1,12549,40,6245,6285,0
12550,"삼거리",37.60602699,126.9308933,"대한민국 서울특별시 은평구 녹번동 녹번로",6772.85,5726.42144,2799,132,0,0,0,9,12550,2592,3153,5745,0
12551,"동명탕",37.61137046,126.9222595,"대한민국 서울특별시 은평구 역말로",8952.54,1996.15998,3449,357,0,1,0,6,12551,2457,594,3051,0
12553,"갈현1동주민센터",37.62381347,126.9168721,"대한민국 서울특별시 은평구 갈현로",8670.71,3013.24082,2920,298,0,0,0,11,12553,1916,4224,6140,0
12554,"불광동팀수양관",37.62258154,126.9337169,"대한민국 서울특별시 은평구 불광동 불광로18길",2809.87,468.8884,1146,258,0,0,1,1,12554,5763,5038,10801,0
12555,"질병관리본부",37.60643385,126.9332873,"대한민국 서울특별시 은평구 진흥로",6297.36,3924.39545,2566,0,0,0,0,8,12555,4952,4017,8969,0
12556,"동명여고후문",37.6134048,126.9245556,"대한민국 서울특별시 은평구 역말로",7025.41,2053.7144,2554,750,0,2,0,8,12556,765,1907,2672,0
12558,"그린마트",37.62458694,126.9160804,"대한민국 서울특별시 은평구 갈현동 갈현로41길",8326.7,2051.52763,2691,379,0,0,0,7,12558,221,4201,4422,0
12559,"불광중학교",37.62239107,126.9315499,"대한민국 서울특별시 은평구 불광로",5128.48,759.02993,1896,514,0,0,1,1,12559,8234,67,8301,0
12560,"녹번전철역",37.60160055,126.9351218,"대한민국 서울특별시 은평구 통일로",6147.97,1513.6767,2376,711,0,0,0,8,12560,41308,12784,54092,1
12561,"불광우체국.시외버스정류장",37.6130339,126.9265349,"대한민국 서울특별시 은평구 대조동 통일로71길",6736.5,3242.98616,2490,1340,0,2,0,9,12561,3952,5637,9589,0
12562,"하나은행역촌지점",37.60824333,126.9203621,"대한민국 서울특별시 은평구 역말로",8958.36,2365.57521,3224,357,0,0,0,12,12562,354,555,909,1
12563,"후레쉬유통",37.62522167,126.9153286,"대한민국 서울특별시 은평구 갈현동 갈현로41길",7967.66,975.69176,2710,262,0,0,0,4,12563,407,8762,9169,0
12564,"목욕탕앞",37.62212705,126.9300061,"대한민국 서울특별시 은평구 불광동 연서로34길",6765.24,1024.12922,2225,514,0,0,1,2,12564,4738,163,4901,0
12566,"불광전철역",37.60971028,126.9302964,"대한민국 서울특별시 은평구 진흥로",5653.07,8714.11598,1413,394,0,0,0,21,12566,21155,33026,54181,4
12567,"갈헌1동주민센터",37.62346677,126.9171783,"대한민국 서울특별시 은평구 갈현로",8341.44,3742.16862,2724,298,0,0,0,12,12567,6345,8992,15337,0
12568,"미니마트",37.62606454,126.9133371,"대한민국 서울특별시 은평구 갈현동 갈현로41길",6682.75,325.39928,2173,454,0,0,0,1,12568,125,4310,4435,0
12569,"불광보건소",37.62130749,126.9277219,"대한민국 서울특별시 은평구 불광동 연서로34길",7467.41,1459.40005,1916,131,0,0,2,4,12569,2672,534,3206,0
12571,"양광교회앞",37.60855244,126.9288805,"대한민국 서울특별시 은평구 진흥로",8203.83,6224.59239,2254,27,0,0,0,20,12571,6156,1963,8119,4
12572,"동아문방구",37.62497081,126.9173681,"대한민국 서울특별시 은평구 갈현로",8310.18,2362.83591,2903,181,0,0,0,9,12572,496,4794,5290,0
12573,"석광사",37.62647062,126.9117132,"대한민국 서울특별시 은평구 갈현동 갈현로41길",4205.14,92.73234,1344,454,0,1,0,1,12573,5885,13206,19091,0
12577,"한일탕",37.62574907,126.9182679,"대한민국 서울특별시 은평구 갈현로",7619.08,2175.65891,2722,0,0,1,0,8,12577,738,3292,4030,0
12581,"연신내역.물빛공원",37.61794841,126.9196188,"대한민국 서울특별시 은평구 연서로",6057.47,7262.72727,1826,69,0,0,0,20,12581,47409,6740,54149,4
12582,"서강스카이빌",37.59963787,126.9215786,"대한민국 서울특별시 은평구 응암로",6559.59,5444.0929,2375,918,0,1,0,16,12582,4342,4249,8591,0
12584,"금원빌라",37.62727186,126.918213,"대한민국 서울특별시 은평구 갈현로47길",5709.3,1205.88639,2073,116,0,1,0,3,12584,55,6684,6739,0
12585,"갈현초교.로데오거리",37.61838918,126.9172044,"대한민국 서울특별시 은평구 갈현동 연서로27길",6830.06,6322.31473,2304,269,0,1,0,19,12585,845,2312,3157,4
12588,"영진빌라",37.62801094,126.9171937,"대한민국 서울특별시 은평구 갈현로47길",4974.62,839.57092,1713,256,0,1,0,1,12588,67,9765,9832,0
12589,"미미아파트",37.61937407,126.9146793,"대한민국 서울특별시 은평구 갈현동 갈현로29길",7959.94,2911.99792,2597,498,0,2,1,7,12589,936,7598,8534,0
12590,"응암시장입구",37.59363405,126.9191082,"대한민국 서울특별시 은평구 응암동 응암로22길",9172.18,2121.02093,2686,187,0,0,0,10,12590,4895,10438,15333,0
12592,"일진빌라",37.62860246,126.9164906,"대한민국 서울특별시 은평구 갈현로47길",4557.14,539.34507,1636,256,0,1,0,2,12592,25,5058,5083,0
12593,"선일여고.이비즈니스고",37.62054595,126.9128621,"대한민국 서울특별시 은평구 갈현동 갈현로29길",6764.66,1529.02889,2287,1040,0,2,2,4,12593,1489,6558,8047,0
12594,"신비로마트",37.59346548,126.9203269,"대한민국 서울특별시 은평구 응암동 응암로22길",8880.14,2092.44113,2468,187,0,0,0,10,12594,3580,10250,13830,0
12595,"미주아트빌",37.60747628,126.9148764,"대한민국 서울특별시 은평구 역말로",8456.82,2849.55693,3908,156,0,2,1,6,12595,319,1662,1981,0
12596,"미곡빌라",37.62917048,126.9157071,"대한민국 서울특별시 은평구 갈현로47길",3891.1,199.55695,1470,256,0,1,0,1,12596,32,6150,6182,0
12597,"대성중.고등학교",37.62232633,126.9114394,"대한민국 서울특별시 은평구 갈현동 갈현로29길",4868.82,788.1608,1619,647,0,3,2,0,12597,315,669,984,0
12598,"시립은평병원",37.59297233,126.9226625,"대한민국 서울특별시 은평구 응암동 응암로16길",6900.52,781.34206,1953,198,0,0,0,5,12598,941,7901,8842,0
12599,"엔에스아파트",37.60751467,126.9131548,"대한민국 서울특별시 은평구 연서로9길",8285.32,2722.82256,4318,156,0,1,1,7,12599,141,1618,1759,0
12600,"양지빌라",37.62855536,126.9148977,"대한민국 서울특별시 은평구 갈현동 갈현로45길",4891.75,168.22675,1864,140,0,1,0,1,12600,60,6366,6426,0
12603,"구산마트",37.60761595,126.9100252,"대한민국 서울특별시 은평구 갈현로17나길",6695.19,1724.93494,3522,93,0,1,2,5,12603,113,2959,3072,0
12612,"하나은행역촌지점",37.60835493,126.9201615,"대한민국 서울특별시 은평구 역말로",8295.39,2348.80993,3083,357,0,0,0,11,12612,782,1593,2375,1
12615,"은혜마트",37.60782655,126.9085219,"대한민국 서울특별시 은평구 갈현로15길",5166,1442.8015,2562,477,0,1,2,5,12615,6,1475,1481,0
12623,"은평마을",37.6081355,126.9071997,"대한민국 서울특별시 은평구 갈현로15길",3594.2,1114.08903,1653,790,0,1,2,3,12623,1,933,934,0
12627,"대동슈퍼",37.60916806,126.9070931,"대한민국 서울특별시 은평구 갈현로15길",3482.84,358.13641,1569,953,0,1,2,1,12627,342,2117,2459,0
12679,"우리들약국",37.60242076,126.9155447,"대한민국 서울특별시 은평구 연서로",8527.53,3144.83855,4389,693,1,0,0,10,12679,2373,1364,3737,0
12682,"역촌초등학교후문",37.60226576,126.9130431,"대한민국 서울특별시 은평구 역촌동 연서로3길",8621.81,3005.32585,4583,494,1,0,0,7,12682,300,1076,1376,0
12684,"현대화마트",37.60300769,126.9110704,"대한민국 서울특별시 은평구 역촌동 연서로3길",8428.51,2491.3618,4324,397,1,0,0,5,12684,586,1711,2297,0
12685,"GS편의점.제일영광교회",37.60391258,126.9089627,"대한민국 서울특별시 은평구 갈현로7길",7393.98,1996.5624,3533,829,0,0,0,6,12685,86,1038,1124,0
12705,"천사원입구",37.60471143,126.907281,"대한민국 서울특별시 은평구 갈현로7길",4952.47,1687.94316,1997,994,0,0,0,5,12705,73,2774,2847,0
12706,"역촌센트레빌",37.60361152,126.9065348,"대한민국 서울특별시 은평구 갈현로3나길",4876.83,1604.04402,1852,1190,0,0,1,2,12706,17,2493,2510,0
12713,"라이프씨티아파트후문.광성교회",37.60199847,126.9063998,"대한민국 서울특별시 은평구 갈현로3나길",5530.96,1750.34212,2125,1593,0,0,1,1,12713,10,2285,2295,0
12714,"신사1동경로당",37.60105595,126.9064259,"대한민국 서울특별시 은평구 갈현로3나길",5385.35,1212.62114,2080,1613,0,0,1,2,12714,10,1299,1309,0
12725,"연신내역6번출구",37.61899323,126.9202974,"대한민국 서울특별시 은평구 연서로",6134.51,7510.13684,1666,69,0,0,0,20,12725,105999,91752,197751,4
12727,"두산.한신아파트",37.59962586,126.9063507,"대한민국 서울특별시 은평구 신사동 갈현로1길",6973.61,1400.62502,2081,1858,0,0,1,3,12727,650,1507,2157,0
12733,"청구성심병원후문",37.62032351,126.9193773,"대한민국 서울특별시 은평구 통일로",6392.43,7867.75181,1948,69,0,0,0,24,12733,1730,2064,3794,4
12750,"연갈현공판장후문",37.62319418,126.9191125,"대한민국 서울특별시 은평구 갈현동 통일로87길",7920.04,4829.58169,2730,20,0,0,0,13,12750,4403,9200,13603,0
12792,"삼성래미안아파트",37.61125366,126.9380528,"대한민국 서울특별시 은평구 진흥로",2385.03,606.9869,198,1355,0,0,0,0,12792,5064,3154,8218,0
12794,"현대힐스테이트1차정문",37.61183988,126.9373194,"대한민국 서울특별시 은평구 불광1동",2358.69,1059.2363,269,1355,0,0,0,0,12794,5938,88,6026,0
12795,"현대힐스테이트1차후문",37.6122743,126.9358352,"대한민국 서울특별시 은평구 불광동 불광로2길",2742.79,1559.26384,419,1708,0,0,0,2,12795,3844,171,4015,0
12804,"현대홈타운아파트",37.61212059,126.9332607,"대한민국 서울특별시 은평구 불광동 불광로2길",4350.61,4288.58983,997,1607,0,0,0,9,12804,442,1350,1792,4
12806,"불광역9번출구",37.61105196,126.9302407,"대한민국 서울특별시 은평구 불광로",5458.86,6585.63579,1545,803,0,0,0,18,12806,22941,932,23873,4
12807,"현대홈타운아파트",37.61197645,126.9333186,"대한민국 서울특별시 은평구 불광동 불광로2길",4350.61,4288.58983,997,1607,0,0,0,9,12807,771,2756,3527,4
12808,"현대힐스테이트1차후문",37.61241187,126.9352812,"대한민국 서울특별시 은평구 불광동 불광로2길",3026.4,1726.36043,485,1708,0,0,0,2,12808,77,7025,7102,0
12809,"현대힐스테이트1차정문",37.61198276,126.9365864,"대한민국 서울특별시 은평구 불광1동",2606.92,1167.07721,355,1565,0,0,0,1,12809,1018,13506,14524,0
12810,"삼성래미안아파트",37.61109144,126.9380065,"대한민국 서울특별시 은평구 진흥로",2248.79,1059.2363,172,1255,0,0,0,0,12810,576,2226,2802,0
12811,"힐스테이트302동앞",37.58834248,126.9253747,"대한민국 서울특별시 은평구 응암2동",2308.6,1275.56837,687,264,0,0,0,0,12811,5784,229,6013,0
12812,"힐스테이트116동앞",37.58962985,126.9249092,"대한민국 서울특별시 은평구 응암2동 백련산로2길",2465.02,233.17672,919,204,0,0,0,0,12812,10400,39,10439,0
12813,"서울연은초등학교",37.59074784,126.9245151,"대한민국 서울특별시 은평구 응암2동 백련산로2길",2677.52,508.85591,922,96,0,0,0,1,12813,7695,91,7786,0
12814,"힐스테이트1단지정문앞",37.59150368,126.9242437,"대한민국 서울특별시 은평구 응암2동 백련산로2길",3371.3,534.4377,1137,96,0,0,0,3,12814,10785,995,11780,0
12815,"힐스테이트상가앞",37.59284028,126.9232775,"대한민국 서울특별시 은평구 응암동 응암로16길",5861.63,1062.77369,1778,96,0,0,0,5,12815,4842,916,5758,0
12816,"힐스테이트2단지후문앞",37.59200723,126.923985,"대한민국 서울특별시 은평구 응암2동 백련산로2길",4009.87,589.83368,1296,96,0,0,0,4,12816,748,20380,21128,0
12817,"서울연은초등학교",37.59054055,126.9244417,"대한민국 서울특별시 은평구 응암2동 백련산로2길",3075.68,533.82585,987,96,0,0,0,1,12817,218,9174,9392,0
12818,"힐스테이트212동앞",37.58949372,126.924821,"대한민국 서울특별시 은평구 응암2동 백련산로2길",2976.56,299.13636,1001,204,0,0,0,0,12818,60,11298,11358,0
12819,"힐스테이트302동앞",37.58860547,126.9251604,"대한민국 서울특별시 은평구 응암2동",2301.12,1275.56837,687,264,0,0,0,0,12819,192,6939,7131,0
12820,"태평양약국",37.59312309,126.9177352,"대한민국 서울특별시 은평구 응암로",8556.07,2870.4424,2358,252,0,0,0,12,12820,222,633,855,0
12821,"국민은행",37.58980363,126.9166597,"대한민국 서울특별시 은평구 응암동 응암로13길",7437.86,3890.51036,1542,27,0,0,0,16,12821,1360,2373,3733,1
12827,"풍림아그네스앞",37.60300682,126.9186054,"대한민국 서울특별시 은평구 역촌동 진흥로1길",7656.91,4933.18176,3732,442,0,0,0,12,12827,1809,500,2309,0
12828,"엔젤유치원입구",37.60416101,126.9184603,"대한민국 서울특별시 은평구 역촌동 진흥로1길",8370.83,3985.45369,3914,363,0,0,0,10,12828,1518,280,1798,0
12829,"새생명약국앞",37.60602249,126.9182216,"대한민국 서울특별시 은평구 역말로",8098.5,3406.78411,3468,175,0,0,0,11,12829,2172,667,2839,1
12830,"새생명약국앞",37.60595841,126.9180755,"대한민국 서울특별시 은평구 역말로",8217.16,3378.88506,3539,175,0,0,0,11,12830,516,2339,2855,0
