"정류소번호","정류소명","Y좌표","X좌표","도로명주소","housePop","comPop","billaPop","aptPop","numUniv","numHsch","numMsch","numHosp","bsst_ars_no","sum_ride_pasgr","sum_alight_pasgr","sum_pasgr","numSubw"
1001,"종로2가사거리",37.56976513,126.9877499,"대한민국 서울특별시 종로구 종로1.2.3.4가동 삼일대로",734.06,36519.93308,0,149,0,0,0,26,1001,15331,18343,33674,0
1002,"창경궁.서울대학교병원",37.57918302,126.996566,"대한민국 서울특별시 종로구 창경궁로",726.19,4498.10476,357,0,0,0,0,1,1002,82567,72002,154569,0
1003,"명륜3가.성대입구",37.58267117,126.9983401,"대한민국 서울특별시 종로구 창경궁로",2348.24,10437.43605,271,460,0,0,0,10,1003,140393,101718,242111,1
1004,"종로2가.삼일교",37.56857927,126.9876131,"대한민국 서울특별시 중구 청계천로",528.67,39296.31528,0,149,0,0,0,23,1004,24172,25003,49175,0
1005,"혜화동로터리",37.586243,127.001744,"대한민국 서울특별시 종로구 창경궁로",3590.56,4685.81737,1044,697,1,1,1,13,1005,54650,95239,149889,0
1006,"서대문역사거리",37.566137,126.966893,"대한민국 서울특별시 종로구 평동 통일로 지하 126",1498.23,14861.25244,113,228,1,3,2,10,1006,61012,34933,95945,1
1007,"서울역사박물관.경희궁앞",37.569135,126.97038,"대한민국 서울특별시 종로구 새문안로",684.29,18018.53885,79,60,1,1,1,5,1007,95159,102841,198000,0
1008,"서울역사박물관.경희궁앞",37.569412,126.970609,"대한민국 서울특별시 종로구 새문안로",774.41,13905.29455,46,360,0,0,1,7,1008,51226,45261,96487,0
1009,"광화문",37.57013547,126.9752508,"대한민국 서울특별시 종로구 새문안로",421.68,35746.39016,0,324,0,0,0,23,1009,128624,116328,244952,1
1010,"광화문",37.57021681,126.9780855,"대한민국 서울특별시 종로구 종로",90.3,41396.5801,0,0,0,0,0,25,1010,86627,93290,179917,1
1011,"종로1가",37.57011848,126.9809105,"대한민국 서울특별시 종로구 종로",245.08,58131.93841,0,54,0,0,0,30,1011,144502,115633,260135,2
1012,"종로1가",37.57022903,126.9813906,"대한민국 서울특별시 종로구 종로",265.89,56837.42998,0,54,0,0,0,29,1012,119384,130703,250087,1
1013,"종로2가",37.57013868,126.9855427,"대한민국 서울특별시 종로구 종로",592.91,43891.68115,0,203,0,0,0,30,1013,165310,124482,289792,1
1014,"종로2가",37.5702572,126.9862475,"대한민국 서울특별시 종로구 종로1.2.3.4가동 삼일대로",594.54,41471.52922,0,203,0,0,0,28,1014,173472,137303,310775,1
1015,"종로3가.탑골공원",37.57024498,126.9895647,"대한민국 서울특별시 종로구 종로1.2.3.4가동 수표로",1122.83,32081.70827,0,149,0,0,0,25,1015,177088,105260,282348,9
1016,"종로3가.탑골공원",37.57036054,126.9899878,"대한민국 서울특별시 종로구 종로",1117.37,26709.06209,0,149,0,0,0,22,1016,129065,157577,286642,9
1017,"종로4가.종묘",37.570507,126.9947219,"대한민국 서울특별시 종로구 청계천로",1124.27,22733.63517,0,495,0,0,0,14,1017,67432,64854,132286,9
1018,"종로4가.종묘",37.57062711,126.9952838,"대한민국 서울특별시 종로구 종로",1000.55,22908.03015,0,495,0,0,0,14,1018,44781,87317,132098,9
1019,"종로5가.광장시장",37.57075679,126.9988498,"대한민국 서울특별시 종로구 청계천로",802.51,23296.44085,15,298,0,0,0,15,1019,134422,139642,274064,1
1020,"종로5가.광장시장",37.57088063,126.9993346,"대한민국 서울특별시 종로구 창경궁로",872.19,24227.90735,15,298,0,0,0,17,1020,85407,76972,162379,1
1021,"종로6가.동대문종합시장",37.57096248,127.0034639,"대한민국 서울특별시 종로구 청계천로",904.53,21423.57504,3,0,0,0,0,20,1021,115076,64715,179791,1
1022,"종로6가.동대문종합시장",37.57112723,127.0057137,"대한민국 서울특별시 종로구 청계천로",1213.19,25361.87709,44,0,0,0,0,20,1022,82978,113291,196269,5
1023,"동대문역.흥인지문",37.57230232,127.0134512,"대한민국 서울특별시 종로구 왕산로",4490.39,13693.51153,214,1164,0,0,0,16,1023,232609,158565,391174,8
1037,"동대문(흥인지문)",37.57195293,127.0120461,"대한민국 서울특별시 종로구 왕산로",4202.89,21095.44518,308,1056,0,0,0,20,1037,118409,163158,281567,8
1041,"동묘앞",37.57372552,127.0184514,"대한민국 서울특별시 종로구 왕산로",4947.87,7772.30522,505,2268,0,0,0,14,1041,99589,55810,155399,4
1044,"동묘앞",37.57424345,127.019672,"대한민국 서울특별시 종로구 왕산로",5188.46,6729.61538,1144,1918,0,0,0,13,1044,107076,128182,235258,4
1101,"경기상고",37.58755022,126.9693635,"대한민국 서울특별시 종로구 자하문로",1083.55,821.01503,321,90,0,2,1,1,1101,13106,6607,19713,0
1102,"신교동",37.58326577,126.9702654,"대한민국 서울특별시 종로구 자하문로",2671.7,2569.02884,817,56,0,0,0,6,1102,45481,17986,63467,0
1103,"경기상고",37.58719079,126.9697701,"대한민국 서울특별시 종로구 자하문로",1043.92,776.01503,280,90,0,2,1,1,1103,5244,14284,19528,0
1104,"경복고교",37.58511319,126.9710437,"대한민국 서울특별시 종로구 청운효자동 자하문로28길",1690.03,1355.25113,725,60,0,1,0,3,1104,12405,12378,24783,0
1105,"청운중학교",37.58785196,126.9725135,"대한민국 서울특별시 종로구 창의문로",430.8,378.36923,102,0,0,2,1,0,1105,2210,7852,10062,0
1106,"자하문고개.윤동주문학관",37.59218662,126.9671262,"대한민국 서울특별시 종로구 창의문로",1090.72,268.1483,316,126,0,0,0,0,1106,17931,3185,21116,0
1107,"자하문고개.윤동주문학관",37.59233532,126.9671907,"대한민국 서울특별시 종로구 창의문로",1062.42,281.37533,297,126,0,0,0,0,1107,1685,19586,21271,0
1108,"청운중학교",37.58812858,126.9724613,"대한민국 서울특별시 종로구 창의문로",452.98,374.98295,105,0,0,2,1,0,1108,4627,6811,11438,0
1109,"경복고교",37.58496634,126.9711547,"대한민국 서울특별시 종로구 청운효자동 자하문로28길",1755.4,1814.97045,752,60,0,1,0,4,1109,9911,11799,21710,0
1110,"통인시장종로구보건소",37.5803257,126.97105,"대한민국 서울특별시 종로구 자하문로",3712.27,4793.97601,1063,41,1,1,1,11,1110,30867,47000,77867,0
1111,"통인시장종로구보건소",37.58051321,126.9713851,"대한민국 서울특별시 종로구 자하문로",3295.27,4390.05356,922,41,0,0,0,11,1111,17861,33543,51404,0
1112,"효자동",37.58309104,126.970621,"대한민국 서울특별시 종로구 자하문로",2721.01,2813.99957,830,56,0,0,0,7,1112,15433,29970,45403,0
1113,"사직단",37.57513553,126.9679907,"대한민국 서울특별시 종로구 사직로",3206.85,5270.36102,565,1154,0,1,0,3,1113,29436,15519,44955,0
1114,"사직동주민센터",37.57618346,126.9713245,"대한민국 서울특별시 종로구 사직로",2578.8,18067.57607,189,1067,0,0,0,11,1114,102135,50177,152312,1
1115,"경복궁역",37.57686669,126.972196,"대한민국 서울특별시 종로구 자하문로",2343.13,16748.07003,178,720,0,0,0,10,1115,41973,143569,185542,1
1116,"경복궁역",37.57767139,126.9722829,"대한민국 서울특별시 종로구 자하문로",2239.17,16839.69938,227,159,0,0,0,10,1116,142541,48491,191032,1
1117,"경복궁",37.57557679,126.9787471,"대한민국 서울특별시 종로구 종로1길",602.99,21072.84546,0,438,0,0,1,6,1117,35750,57813,93563,0
1118,"KT광화문지사",37.57240648,126.9773193,"대한민국 서울특별시 종로구 세종대로",198.93,42695.29451,0,120,0,0,0,19,1118,124849,34785,159634,1
1120,"광화문",37.5698454,126.9763839,"대한민국 서울특별시 종로구 세종대로",217.96,36786.57556,0,144,0,0,0,25,1120,39001,28595,67596,1
1123,"서울역사박물관.경교장.강북삼성병원",37.570023,126.971248,"대한민국 서울특별시 종로구 새문안로",990.31,16091.51461,80,510,0,0,0,11,1123,34128,29390,63518,0
1125,"광화문",37.570365,126.975837,"대한민국 서울특별시 종로구 새문안로",410.47,36617.93428,0,324,0,0,0,24,1125,6672,1233,7905,1
1126,"세종문화회관",37.57265774,126.9765653,"대한민국 서울특별시 종로구 세종대로",409.03,46535.98311,0,324,0,0,0,18,1126,87450,140093,227543,1
1127,"서울지방경찰청.경복궁역",37.57574466,126.9714843,"대한민국 서울특별시 종로구 사직로",2839.77,21073.99617,215,1334,0,0,0,11,1127,55705,93945,149650,1
1128,"사직단",37.57485535,126.968189,"대한민국 서울특별시 종로구 사직로",3267.69,5724.29306,642,1154,0,1,0,3,1128,21674,68636,90310,0
1129,"광화문광화문빌딩",37.56945075,126.9765459,"대한민국 서울특별시 종로구 세종로 216-1",190.08,40155.36991,0,120,0,0,0,25,1129,11223,16605,27828,1
1130,"덕성여중고",37.57572601,126.9819692,"대한민국 서울특별시 종로구 율곡로",1031.62,20542.16506,13,492,1,2,1,15,1130,32896,31429,64325,1
1131,"안국역.종로경찰서.인사동",37.57600565,126.9840716,"대한민국 서울특별시 종로구 율곡로",1257.57,20650.15452,13,492,1,2,1,18,1131,42991,31416,74407,1
1132,"국민은행세검정지점",37.60466298,126.960888,"대한민국 서울특별시 종로구 진흥로",2668.73,858.81579,1125,408,0,0,0,2,1132,13657,10104,23761,0
1133,"세검정초등학교",37.60250228,126.9612198,"대한민국 서울특별시 종로구 세검정로",2277.53,1119.65111,905,456,0,0,0,3,1133,44460,23765,68225,0
1134,"세검정.상명대",37.6007326,126.9587224,"대한민국 서울특별시 종로구 세검정로",1667.98,2538.49114,687,149,1,0,0,3,1134,18004,11763,29767,0
1135,"상명대입구",37.59941335,126.9585702,"대한민국 서울특별시 종로구 세검정로",1289.45,2548.11932,539,0,0,0,0,4,1135,7005,4259,11264,0
1136,"하림각",37.59813307,126.9617068,"대한민국 서울특별시 종로구 자하문로",1353.5,1058.99243,608,141,0,0,0,4,1136,27508,12410,39918,0
1137,"자하문터널입구.석파정",37.59559351,126.9636435,"대한민국 서울특별시 종로구 자하문로",1284.78,804.07593,566,0,0,0,0,2,1137,22666,9504,32170,0
1138,"부암동주민센터.무계원",37.59273806,126.9639574,"대한민국 서울특별시 종로구 창의문로",1228.53,296.48564,302,84,0,0,0,0,1138,18597,8167,26764,0
1139,"부암동주민센터.무계원",37.59278617,126.9651419,"대한민국 서울특별시 종로구 창의문로",1202.69,350.70313,334,96,0,0,0,0,1139,6592,14796,21388,0
1140,"자하문터널입구.석파정",37.59555757,126.9639776,"대한민국 서울특별시 종로구 자하문로",1336.45,821.86452,584,0,0,0,0,2,1140,9734,25190,34924,0
1141,"하림각",37.59814765,126.9622153,"대한민국 서울특별시 종로구 자하문로",1411.73,1016.29047,652,141,0,0,0,4,1141,14843,23178,38021,0
1142,"상명대입구.세검정교회",37.59961633,126.9592406,"대한민국 서울특별시 종로구 세검정로",1673.73,2521.33727,637,225,0,0,0,4,1142,7960,16264,24224,0
1143,"세검정.상명대",37.60055246,126.9589343,"대한민국 서울특별시 종로구 세검정로",1804.34,2540.78515,716,218,1,0,0,3,1143,18655,15136,33791,0
1144,"세검정초등학교",37.60226807,126.9614329,"대한민국 서울특별시 종로구 세검정로",2128.69,1183.66912,867,389,0,0,0,3,1144,36990,43217,80207,0
1146,"국민은행세검정지점",37.60471919,126.9612088,"대한민국 서울특별시 종로구 진흥로",2691.61,980.21185,1178,345,0,0,0,3,1146,11276,18904,30180,0
1148,"승가사입구",37.61158441,126.956306,"대한민국 서울특별시 종로구 구기동 비봉길",882.6,506.74174,331,172,0,0,0,1,1148,3164,198,3362,0
1149,"구기동현대빌라",37.6100355,126.9564576,"대한민국 서울특별시 종로구 구기동 비봉길",1100.41,492.16176,527,172,0,0,0,1,1149,8478,854,9332,0
1150,"구기터널한국고전번역원",37.60860989,126.9562103,"대한민국 서울특별시 종로구 진흥로",1304.93,643.04051,633,139,0,0,0,2,1150,20059,6021,26080,0
1151,"구기터널앞.한국고전번역원",37.6083054,126.9564167,"대한민국 서울특별시 종로구 진흥로",1479.04,641.6476,689,253,0,0,0,2,1151,9223,12593,21816,0
1152,"구기동",37.60696445,126.9585298,"대한민국 서울특별시 종로구 진흥로",2154.42,854.85503,881,361,0,0,0,2,1152,42790,15897,58687,0
1153,"구기동",37.6070088,126.9591017,"대한민국 서울특별시 종로구 진흥로",2320,751.99505,884,340,0,0,0,2,1153,22458,24129,46587,0
1154,"승가사입구",37.61148,126.956482,"대한민국 서울특별시 종로구 구기동 비봉길",894.9,524.00498,357,172,0,0,0,1,1154,516,4159,4675,0
1155,"갑을씨티텔앞",37.60437097,126.963535,"대한민국 서울특별시 종로구 세검정로",2127.09,1091.64109,849,244,0,0,0,3,1155,9459,8766,18225,0
1156,"평창파출소",37.60532237,126.9660433,"대한민국 서울특별시 종로구 세검정로",1683.25,871.77054,736,228,0,1,0,4,1156,45019,13761,58780,0
1157,"평창동주민센터",37.60660737,126.9695663,"대한민국 서울특별시 종로구 세검정로",1297.11,568.65015,716,303,0,1,0,2,1157,39173,14180,53353,0
1158,"일성아파트",37.60876631,126.9729985,"대한민국 서울특별시 종로구 세검정로",1565.18,428.69844,450,701,0,0,0,1,1158,17261,6720,23981,0
1159,"롯데아파트",37.61042956,126.9764662,"대한민국 서울특별시 종로구 세검정로",1408.29,486.04511,210,835,0,0,0,1,1159,30962,9614,40576,0
1160,"롯데아파트",37.610248,126.976652,"대한민국 서울특별시 종로구 세검정로",1312.38,500.21805,203,805,0,0,0,1,1160,8660,21594,30254,0
1161,"벽산평창힐스아파트",37.60819,126.972797,"대한민국 서울특별시 종로구 세검정로",1452.53,406.60335,439,691,0,0,0,1,1161,4082,16415,20497,0
1162,"예능교회",37.606517,126.97,"대한민국 서울특별시 종로구 세검정로",1196.97,498.53687,635,323,0,1,0,2,1162,8953,16582,25535,0
1163,"서울예술고등학교.평창동주민센터",37.60577876,126.9676276,"대한민국 서울특별시 종로구 세검정로",1467.09,841.96766,705,273,0,1,0,4,1163,10595,34799,45394,0
1164,"화정박물관",37.60450382,126.9648103,"대한민국 서울특별시 종로구 세검정로",1656.15,1049.5149,676,177,0,0,0,4,1164,7323,30301,37624,0
1165,"강북삼성병원",37.56814593,126.9686005,"대한민국 서울특별시 종로구 새문안로",1067.64,11716.88327,61,36,1,2,1,8,1165,1636,4038,5674,1
1167,"독립문역",37.57321269,126.9594644,"대한민국 서울특별시 종로구 통일로",6372.28,2319.11339,936,2966,0,1,1,9,1167,6881,20020,26901,1
1168,"서대문.서울시교육청",37.56825381,126.9645273,"대한민국 서울특별시 종로구 통일로",3512.2,7855.98588,348,167,2,1,2,11,1168,26301,24785,51086,1
1169,"서대문역사거리.적십자병원",37.56710815,126.9675878,"대한민국 서울특별시 종로구 새문안로",1334.97,12473.23441,100,36,1,2,2,11,1169,49417,33383,82800,1
1171,"독립문",37.57117332,126.9615633,"대한민국 서울특별시 종로구 통일로",6016.4,3135.34713,1113,1284,0,1,2,9,1171,14438,5886,20324,0
1172,"창덕궁.서울돈화문국악당",37.57746233,126.9886,"대한민국 서울특별시 종로구 율곡로",1542.2,13653.8445,211,355,2,0,0,9,1172,50455,78928,129383,1
1173,"무교동",37.56924238,126.9802682,"대한민국 서울특별시 종로구 청계천로",91.95,52790.48721,0,0,0,0,0,26,1173,7716,6521,14237,2
1174,"청계1가.광교",37.56868439,126.9849267,"대한민국 서울특별시 중구 청계천로",259.71,58097.04946,0,0,0,0,0,26,1174,1346,1141,2487,2
1175,"청계2가.수표교",37.56843718,126.9906742,"대한민국 서울특별시 중구 청계천로",637.23,33532.75364,0,0,0,0,0,20,1175,1123,1376,2499,13
1176,"청계4가.세운교",37.56886912,126.9964906,"대한민국 서울특별시 중구 청계천로",1056.32,25619.42817,11,495,0,0,0,11,1176,480,964,1444,4
1177,"청계5가.광장시장",37.56945128,126.9997974,"대한민국 서울특별시 중구 청계천로",947.07,23441.8488,11,341,0,0,0,18,1177,2163,3041,5204,5
1198,"원남동",37.57453251,126.9973383,"대한민국 서울특별시 종로구 창경궁로",1090.57,11803.90177,24,298,0,0,0,5,1198,65447,69090,134537,0
1199,"창덕궁.서울돈화문국악당",37.57719464,126.9878777,"대한민국 서울특별시 종로구 율곡로",1560.08,14583.09277,108,355,2,0,0,12,1199,70202,43433,113635,1
1200,"안국역.종로경찰서.인사동",37.5757849,126.9842426,"대한민국 서울특별시 종로구 율곡로",1185.13,21025.28134,13,492,1,2,1,19,1200,104531,53134,157665,1
1201,"조계사",37.57236602,126.9832244,"대한민국 서울특별시 종로구 종로1.2.3.4가동 우정국로",1030.05,38602.78359,0,641,0,0,0,27,1201,55933,35445,91378,1
1202,"조계사",37.57248581,126.9828259,"대한민국 서울특별시 종로구 종로1.2.3.4가동 우정국로",870.09,41272.73818,0,492,0,0,0,24,1202,47099,56784,103883,1
1203,"안국동",37.57461057,126.9827201,"대한민국 서울특별시 종로구 종로1.2.3.4가동 우정국로",978.33,25721.20457,13,492,1,2,1,19,1203,12672,22466,35138,1
1204,"종로5가.효제동",37.5745,127.00223,"대한민국 서울특별시 종로구 대학로",1689.41,13086.36907,42,0,0,0,1,10,1204,17708,26474,44182,1
1205,"종로5가.효제초등학교",37.57287901,127.0021442,"대한민국 서울특별시 종로구 대학로",1476.05,16988.14711,6,298,0,0,0,16,1205,59102,31515,90617,1
1212,"종로5가",37.5705596,127.0021827,"대한민국 서울특별시 종로구 종로5.6가동 동호로",1114.95,18530.30904,3,341,0,0,0,18,1212,25118,19222,44340,1
1213,"청계6가.동대문시장",37.56983511,127.0028494,"대한민국 서울특별시 중구 청계천로",786.99,21892.07898,3,43,0,0,0,22,1213,1558,2475,4033,1
1214,"동대문",37.57172624,127.0084126,"대한민국 서울특별시 종로구 율곡로",2808.97,22723.06553,229,143,0,0,0,20,1214,30496,28382,58878,4
1215,"충신동",37.57402235,127.0062788,"대한민국 서울특별시 종로구 율곡로",4293.19,12637.1113,674,30,0,0,0,15,1215,14387,19110,33497,0
1217,"충신동",37.57446028,127.0063434,"대한민국 서울특별시 종로구 율곡로",4690.9,7810.53907,958,30,0,0,0,12,1217,6973,11977,18950,0
1218,"현대그룹빌딩",37.575873,127.000533,"대한민국 서울특별시 종로구 대학로",1680.37,12151.23364,518,0,0,0,1,4,1218,21786,34353,56139,0
1219,"통신대(이화장)",37.578043,127.002437,"대한민국 서울특별시 종로구 대학로",2039.77,8781.17794,745,30,1,0,1,5,1219,66428,89345,155773,0
1220,"혜화역.마로니에공원",37.58111949,127.0022769,"대한민국 서울특별시 종로구 대학로",2523.2,12845.94007,1087,30,1,1,0,11,1220,115578,119534,235112,1
1221,"혜화역.서울대병원입구",37.58106363,127.0019395,"대한민국 서울특별시 종로구 대학로",2097.24,12835.18422,871,30,1,1,0,11,1221,92409,33787,126196,1
1222,"통신대(이화장)",37.57812967,127.0019938,"대한민국 서울특별시 종로구 대학로",1623.18,9252.26343,682,0,1,0,1,4,1222,15314,12741,28055,0
1223,"이화동(이화장)",37.57611936,127.0006951,"대한민국 서울특별시 종로구 대학로",1637.64,11412.39368,517,0,0,0,1,5,1223,35235,12947,48182,0
1224,"창경궁.서울대학교병원",37.57882799,126.9968717,"대한민국 서울특별시 종로구 창경궁로",980.45,5089.62908,490,0,0,0,0,1,1224,28277,51895,80172,0
1225,"이화동(이화장)",37.57593729,127.0032708,"대한민국 서울특별시 종로구 대학로",2929.27,8814.92294,366,30,1,0,1,7,1225,10280,12930,23210,0
1226,"혜화동로타리",37.58576463,127.0007247,"대한민국 서울특별시 종로구 창경궁로",3518.56,6601.03679,862,752,1,1,1,14,1226,11372,10715,22087,1
1227,"명륜동2가.성균관대입구",37.58333349,126.9993988,"대한민국 서울특별시 종로구 창경궁로",2868.11,12056.65263,356,637,0,0,1,13,1227,59546,60248,119794,1
1228,"혜화역.서울연극센터(장면총리가옥)",37.58402281,127.0013282,"대한민국 서울특별시 종로구 대학로",3319.72,10538.08533,912,727,1,1,1,16,1228,31779,52674,84453,1
1229,"혜화역.동성중고(장면총리가옥)",37.58456977,127.0017177,"대한민국 서울특별시 종로구 대학로",3182.17,10177.1266,910,727,1,1,1,16,1229,128945,50179,179124,1
1231,"창신동두산아파트",37.57409268,127.0155555,"대한민국 서울특별시 종로구 지봉로",5377.74,6299.57102,285,958,0,0,0,14,1231,12751,23761,36512,4
1235,"동묘역앞",37.57168496,127.0156014,"대한민국 서울특별시 종로구 지봉로",3425.35,12835.64931,107,1102,0,1,0,15,1235,6863,8981,15844,4
1236,"동묘역앞",37.57189848,127.0158879,"대한민국 서울특별시 종로구 지봉로",4093.68,12128.44727,107,1859,0,1,0,13,1236,7024,6814,13838,4
1238,"창신3동주민센터",37.578413,127.015178,"대한민국 서울특별시 종로구 지봉로",6325.92,1059.45724,679,1995,0,1,0,5,1238,10406,11937,22343,1
1239,"숭인1동주민센터",37.57877205,127.0155486,"대한민국 서울특별시 종로구 지봉로",6871.67,1072.52722,797,2198,0,1,0,5,1239,38898,15657,54555,1
1240,"종로구민회관숭인동",37.57418005,127.0158024,"대한민국 서울특별시 종로구 지봉로",5184.85,6102.6829,441,958,0,0,0,14,1240,75173,17507,92680,4
1243,"신설동로타리",37.57592883,127.0227802,"대한민국 서울특별시 종로구 보문로",3831.76,11713.46831,1342,288,0,1,1,12,1243,27168,71894,99062,9
1245,"동묘앞",37.57372922,127.0178163,"대한민국 서울특별시 종로구 왕산로",4752.19,6366.34429,556,1819,0,0,0,13,1245,6115,5147,11262,4
1246,"구기동현대빌라",37.609682,126.956622,"대한민국 서울특별시 종로구 구기동 비봉길",1075.79,568.34606,544,166,0,0,0,2,1246,1354,11049,12403,0
1247,"광장시장",37.56949631,126.9977438,"대한민국 서울특별시 중구 청계천로",1113.25,23947.13855,11,495,0,0,0,16,1247,18432,28705,47137,5
1249,"혜화경찰서",37.57258074,126.9974788,"대한민국 서울특별시 종로구 창경궁로",959.6,21091.63635,7,298,0,0,0,9,1249,6234,9256,15490,0
1250,"서울역사박물관(경교장)",37.56990034,126.9721318,"대한민국 서울특별시 종로구 새문안로",825.37,23981.8296,33,510,0,0,0,13,1250,2223,8570,10793,0
1251,"청계3가.관수교",37.56868879,126.9937794,"대한민국 서울특별시 중구 청계천로",790.66,28452.22577,0,197,0,0,0,14,1251,361,1147,1508,13
1252,"청계6가.버들다리",37.56993039,127.0080377,"대한민국 서울특별시 중구 청계천로",1147.11,29511.80108,57,143,0,0,0,21,1252,6097,6046,12143,4
1253,"청계7가.맑은내다리",37.56999753,127.0129554,"대한민국 서울특별시 중구 청계천로",1609.63,29037.76015,3,415,0,1,0,16,1253,5711,4166,9877,4
1254,"청계8가.영도교",37.57094659,127.0182311,"대한민국 서울특별시 종로구 청계천로",4223.04,10730.12953,63,2519,0,1,0,10,1254,4228,2746,6974,4
1256,"원남동사거리",37.57582916,126.9968333,"대한민국 서울특별시 종로구 창경궁로",740.51,8486.80316,24,0,0,0,0,5,1256,6161,16667,22828,0
1262,"숭인동",37.57427215,127.0204373,"대한민국 서울특별시 종로구 왕산로",5504.76,6890.83763,1139,2497,0,0,0,10,1262,26199,16314,42513,4
1267,"조계사",37.57280034,126.9831609,"대한민국 서울특별시 종로구 종로1.2.3.4가동 우정국로",1024.23,38203.47465,0,641,0,1,0,26,1267,7713,18898,26611,1
1272,"세종문화회관",37.57333352,126.9763658,"대한민국 서울특별시 종로구 세종대로",417.56,40440.25506,0,324,0,0,0,16,1272,19664,14649,34313,2
1277,"이화동(이화장)",37.576257,127.002955,"대한민국 서울특별시 종로구 대학로",2644.04,8400.50782,675,30,1,0,1,7,1277,1548,15668,17216,0
1278,"상명대정문",37.60161972,126.9550207,"대한민국 서울특별시 종로구 홍지문2길",1593.05,1652.24341,292,430,1,1,1,1,1278,80709,96318,177027,0
1279,"이북오도청",37.61305032,126.9558883,"대한민국 서울특별시 종로구 구기동 비봉길",640.4,198.67927,260,79,0,0,0,0,1279,10087,8912,18999,0
1286,"상명대입구.세검정교회",37.59944351,126.9597922,"대한민국 서울특별시 종로구 자하문로",1460.01,2115.88832,598,141,0,0,0,4,1286,1825,9781,11606,0
1287,"상명대입구",37.59957181,126.9581941,"대한민국 서울특별시 종로구 세검정로",1412.89,2555.00715,538,108,1,0,0,3,1287,28636,11343,39979,0
1288,"종로중부새마을금고",37.57241749,127.0065911,"대한민국 서울특별시 종로구 종로6가 종로41길",2910.52,15664.68008,230,10,0,0,0,19,1288,13916,22550,36466,4
1289,"신설동로터리.신한은행앞.서울풍물시장",37.5743861,127.0231183,"대한민국 서울특별시 숭인2동 난계로",3761.68,12363.13395,621,1754,0,0,0,12,1289,14593,12417,27010,9
1291,"청계2가.삼일교",37.56844587,126.9872214,"대한민국 서울특별시 중구 청계천로",503.94,45710.76414,0,149,0,0,0,24,1291,1288,2835,4123,0
1292,"청계8가.황학교",37.57213073,127.022787,"대한민국 서울특별시 종로구 청계천로",3084.2,10174.65602,92,2101,0,0,0,9,1292,4777,3383,8160,0
1293,"평창동삼성아파트",37.610967,126.978368,"대한민국 서울특별시 종로구 세검정로",1088.91,425.36998,165,660,0,0,0,1,1293,4967,18011,22978,0
1294,"안국역.종로경찰서.인사동",37.57633293,126.9855365,"대한민국 서울특별시 종로구 율곡로",1660.6,16525.29049,13,793,2,2,1,15,1294,5418,17203,22621,1
1295,"안국역.종로경찰서.인사동",37.57633825,126.9848289,"대한민국 서울특별시 종로구 율곡로",1233.19,17031.67755,16,438,1,2,1,15,1295,24146,46243,70389,1
1500,"평창동주민센터",37.60568122,126.9668167,"대한민국 서울특별시 종로구 세검정로",1721.28,831.52343,771,342,0,1,0,4,1500,18437,4534,22971,0
1501,"삼청공원",37.58822768,126.9816469,"대한민국 서울특별시 종로구 삼청로",488.44,1857.22177,31,0,0,0,0,0,1501,6600,3510,10110,0
1502,"수성동계곡",37.58207916,126.9642468,"대한민국 서울특별시 종로구 청운효자동 옥인길",2511.54,277.31736,1466,0,0,0,1,0,1502,17091,12843,29934,0
1503,"명륜3가종점",37.59094838,126.9928637,"대한민국 서울특별시 종로구 명륜3가동 명륜길 99-2",3994.93,614.92888,835,0,1,1,0,1,1503,9467,14826,24293,0
1504,"명륜새마을금고",37.58765327,126.9967049,"대한민국 서울특별시 종로구 성균관로",5749.95,3787.96869,1628,752,1,0,0,8,1504,718,1874,2592,0
1505,"서대문3번출구",37.56641607,126.9662183,"대한민국 서울특별시 종로구 통일로",1728.66,14243.02111,138,322,2,2,3,12,1505,43634,13041,56675,1
1506,"낙산공원",37.58040372,127.0087216,"대한민국 서울특별시 종로구 낙산길",5275.62,2511.51559,1012,1027,1,2,1,0,1506,7300,11009,18309,0
1507,"세탁소",37.58141098,126.9893671,"대한민국 서울특별시 종로구 창덕궁길",2038.53,1542.37218,800,0,0,2,0,3,1507,1985,4051,6036,0
1508,"평화동물병원",37.6048012,126.9648837,"대한민국 서울특별시 종로구 세검정로",1650.41,1049.5149,673,165,0,1,0,4,1508,687,23,710,0
1509,"금융연수원",37.5865985,126.9815692,"대한민국 서울특별시 종로구 삼청로",1019.91,2109.20272,65,0,0,0,0,1,1509,11310,43,11353,0
1510,"한아름슈퍼",37.58099674,126.9666035,"대한민국 서울특별시 종로구 청운효자동 옥인길",3983.72,1637.87329,1931,41,1,1,1,4,1510,14740,40,14780,0
1511,"샘미용실",37.59030953,126.9932227,"대한민국 서울특별시 종로구 명륜길",4492.52,1235.30298,998,0,1,1,0,2,1511,5928,19,5947,0
1512,"서울국제고등학교",37.58907159,126.9972903,"대한민국 서울특별시 종로구 성균관로",4925.49,3105.84621,1590,292,1,2,0,6,1512,13930,1423,15353,0
1513,"평화동물병원",37.60498061,126.9652008,"대한민국 서울특별시 종로구 세검정로",1592.35,1046.50824,667,165,0,1,0,4,1513,1377,214,1591,0
1514,"적십자병원후문앞",37.56752954,126.9652273,"대한민국 서울특별시 종로구 통일로",2310.92,12821.91129,175,76,2,1,2,11,1514,738,284,1022,1
